Language,subj,age,age_scaled,task,prompt,spanish,num_responses,response,correct,correct_either,wrong_adjacent,wrong_euc_dist
Spanish,sp_23,8.5,0.03459459459459424,Production,245,Rojo,2,"Naranja, Joshin",0,0.5,1,26.93551187558908
Spanish,sp_23,8.5,0.03459459459459424,Production,266,Marron,1,,0,0,,
Spanish,sp_23,8.5,0.03459459459459424,Production,274,Blanco,1,Joxo,0,1,,
Spanish,sp_23,8.5,0.03459459459459424,Production,291,Azul,3,"Naranja, Marron, Yankon",0,0.3333333333333333,0,106.93633003233045
Spanish,sp_23,8.5,0.03459459459459424,Production,297,Amarillo,2,"Panshin, Verde",0,0.5,1,119.88323068719829
Spanish,sp_23,8.5,0.03459459459459424,Production,312,Negro,1,Wiso,0,1,,
Spanish,sp_23,8.5,0.03459459459459424,Production,325,Morado,1,Poa,0,1,,
Spanish,sp_23,8.5,0.03459459459459424,Production,46,Gris,2,"Yankon, Wiso",0,0,,
Spanish,sp_23,8.5,0.03459459459459424,Production,65,Rosa,1,,0,0,,
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Gris,Gris,1,266,0,0,1,57.67650214775511
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Production,234,Verde,1,Verde,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Production,245,Rojo,1,Rojo,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Production,266,Marron,1,Gris,0,0,1,57.67650214775511
Spanish,sp_24,8,-0.46540540540540576,Production,274,Blanco,1,Blanco,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Production,291,Azul,1,Celeste,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Production,297,Amarillo,1,Amarillo,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Production,312,Negro,1,Negro,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Production,325,Morado,1,Morado,1,1,,
Spanish,sp_24,8,-0.46540540540540576,Production,46,Gris,1,plomo,0,0,,
Spanish,sp_24,8,-0.46540540540540576,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Production,234,Verde,1,Verde,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Production,245,Rojo,1,Rojo,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Production,266,Marron,1,Marron,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Production,274,Blanco,1,Blanco,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Production,291,Azul,1,Azul,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Production,297,Amarillo,2,"Naranja, Panshin",0,0.5,1,69.81768687087822
Spanish,sp_25,8.8,0.33459459459459495,Production,312,Negro,1,Negro,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Production,325,Morado,1,Morado,1,1,,
Spanish,sp_25,8.8,0.33459459459459495,Production,46,Gris,1,,0,0,,
Spanish,sp_25,8.8,0.33459459459459495,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Amarillo,Amarillo,1,266,0,0,0,78.3975446044071
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Blanco,Blanco,1,234,0,0,0,74.88113647641842
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Celeste,Celeste,1,245,0,0,,
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Gris,Gris,1,312,0,0,1,31.03000805671826
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Marron,Marron,1,274,0,0,0,75.53085197454084
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Morado,Morado,1,291,0,0,1,49.45158137006339
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Negro,Negro,1,46,0,0,1,31.03000805671826
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Rojo,Rojo,1,121,0,0,1,26.93551187558908
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Rosa,Rosa,1,297,0,0,0,123.32584725028245
Spanish,sp_26,7,-1.4654054054054058,Comprehension,Verde,Verde,1,297,0,0,1,119.88323068719829
Spanish,sp_26,7,-1.4654054054054058,Production,121,Naranja,1,,0,0,,
Spanish,sp_26,7,-1.4654054054054058,Production,234,Verde,2,"Yankon, Amarillo",0,0.5,1,119.88323068719829
Spanish,sp_26,7,-1.4654054054054058,Production,245,Rojo,1,Joshin,0,1,,
Spanish,sp_26,7,-1.4654054054054058,Production,266,Marron,1,Rojo,0,0,1,24.87548592490205
Spanish,sp_26,7,-1.4654054054054058,Production,274,Blanco,1,Joxo,0,1,,
Spanish,sp_26,7,-1.4654054054054058,Production,291,Azul,2,"Yankon, Rojo",0,0.5,0,103.67861158406781
Spanish,sp_26,7,-1.4654054054054058,Production,297,Amarillo,1,,0,0,,
Spanish,sp_26,7,-1.4654054054054058,Production,312,Negro,2,"Wiso, Negro",0.5,1,,
Spanish,sp_26,7,-1.4654054054054058,Production,325,Morado,2,"Yankon, Ami",0,0.5,,
Spanish,sp_26,7,-1.4654054054054058,Production,46,Gris,1,Joxo,0,0,,
Spanish,sp_26,7,-1.4654054054054058,Production,65,Rosa,1,Amarillo,0,0,0,123.32584725028245
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Gris,Gris,1,65,0,0,0,59.738584683602944
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Morado,Morado,1,121,0,0,0,86.42375483627173
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Naranja,Naranja,1,266,0,0,1,28.373205670138866
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Production,121,Naranja,2,"Rosa, Morado",0,0,0.5,71.80686211825417
Spanish,sp_27,9.7,1.2345945945945935,Production,234,Verde,1,Verde,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Production,245,Rojo,1,Rojo,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Production,266,Marron,1,Morado,0,0,0,71.70394549813838
Spanish,sp_27,9.7,1.2345945945945935,Production,274,Blanco,2,"Joxo, Negro",0,0.5,0,70.54001772044006
Spanish,sp_27,9.7,1.2345945945945935,Production,291,Azul,1,Celeste,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Production,297,Amarillo,1,Amarillo,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Production,312,Negro,1,Negro,1,1,,
Spanish,sp_27,9.7,1.2345945945945935,Production,325,Morado,2,"Naranja, Azul",0,0,0.5,67.93766810316755
Spanish,sp_27,9.7,1.2345945945945935,Production,46,Gris,2,"Joxo, Azul",0,0,0,48.65279642528269
Spanish,sp_27,9.7,1.2345945945945935,Production,65,Rosa,2,"Morado, Yankon",0,0,1,36.901482355049104
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Celeste,Celeste,1,121,0,0,,
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Rojo,Rojo,1,46,0,0,0,70.64688174293329
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,121,Naranja,1,,0,0,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,234,Verde,1,Yankon,0,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,245,Rojo,1,Joshin,0,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,266,Marron,1,Marron,1,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,274,Blanco,1,Joxo,0,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,291,Azul,1,,0,0,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,297,Amarillo,2,"Panshin, Amarillo",0.5,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,312,Negro,1,Wiso,0,1,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,325,Morado,1,,0,0,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,46,Gris,1,,0,0,,
Spanish,sp_28,7.8,-0.6654054054054059,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_29,11,2.5345945945945942,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_29,11,2.5345945945945942,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_29,11,2.5345945945945942,Production,234,Verde,2,"Yankon, Verde",0.5,1,,
Spanish,sp_29,11,2.5345945945945942,Production,245,Rojo,2,"Joshin, Rojo",0.5,1,,
Spanish,sp_29,11,2.5345945945945942,Production,266,Marron,2,"Joshin, Marron",0.5,0.5,,
Spanish,sp_29,11,2.5345945945945942,Production,274,Blanco,2,"Joxo, Blanco",0.5,1,,
Spanish,sp_29,11,2.5345945945945942,Production,291,Azul,2,"Yankon, Azul",0.5,1,,
Spanish,sp_29,11,2.5345945945945942,Production,297,Amarillo,2,"Panshin, Amarillo",0.5,1,,
Spanish,sp_29,11,2.5345945945945942,Production,312,Negro,2,"Wiso, Negro",0.5,1,,
Spanish,sp_29,11,2.5345945945945942,Production,325,Morado,2,"Violeta, Poa",0.5,1,,
Spanish,sp_29,11,2.5345945945945942,Production,46,Gris,1,Gris,1,1,,
Spanish,sp_29,11,2.5345945945945942,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Blanco,Blanco,1,46,0,0,1,39.51001012401794
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Celeste,Celeste,1,65,0,0,,
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Morado,Morado,1,245,0,0,1,66.94457558308963
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Rojo,Rojo,1,266,0,0,1,24.87548592490205
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_3,8.5,0.03459459459459424,Comprehension,Verde,Verde,1,325,0,0,0,104.20868389918375
Spanish,sp_3,8.5,0.03459459459459424,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_3,8.5,0.03459459459459424,Production,234,Verde,1,Yankon,0,1,,
Spanish,sp_3,8.5,0.03459459459459424,Production,245,Rojo,2,"Joshin, Violeta",0,0.5,,
Spanish,sp_3,8.5,0.03459459459459424,Production,266,Marron,2,"Naranja, Marron",0.5,0.5,1,28.373205670138866
Spanish,sp_3,8.5,0.03459459459459424,Production,274,Blanco,2,"Joxo, Blanco",0.5,1,,
Spanish,sp_3,8.5,0.03459459459459424,Production,291,Azul,1,,0,0,,
Spanish,sp_3,8.5,0.03459459459459424,Production,297,Amarillo,2,"Panshin, Amarillo",0.5,1,,
Spanish,sp_3,8.5,0.03459459459459424,Production,312,Negro,1,Wiso,0,1,,
Spanish,sp_3,8.5,0.03459459459459424,Production,325,Morado,1,Violeta,1,1,,
Spanish,sp_3,8.5,0.03459459459459424,Production,46,Gris,1,Marron,0,0,1,57.67650214775511
Spanish,sp_3,8.5,0.03459459459459424,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Blanco,Blanco,1,312,0,0,0,70.54001772044006
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Gris,Gris,1,65,0,0,0,59.738584683602944
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Naranja,Naranja,1,266,0,0,1,28.373205670138866
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Rojo,Rojo,1,312,0,0,0,72.88365866228177
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Rosa,Rosa,1,245,0,0,1,40.91163893074928
Spanish,sp_30,9.4,0.9345945945945946,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_30,9.4,0.9345945945945946,Production,121,Naranja,1,Azul,0,0,0,114.50241351168106
Spanish,sp_30,9.4,0.9345945945945946,Production,234,Verde,1,Verde,1,1,,
Spanish,sp_30,9.4,0.9345945945945946,Production,245,Rojo,1,Rojo,1,1,,
Spanish,sp_30,9.4,0.9345945945945946,Production,266,Marron,1,,0,0,,
Spanish,sp_30,9.4,0.9345945945945946,Production,274,Blanco,2,"Rojo, Joxo",0,0.5,0,85.85165694382374
Spanish,sp_30,9.4,0.9345945945945946,Production,291,Azul,1,Azul,1,1,,
Spanish,sp_30,9.4,0.9345945945945946,Production,297,Amarillo,1,Amarillo,1,1,,
Spanish,sp_30,9.4,0.9345945945945946,Production,312,Negro,1,Wiso,0,1,,
Spanish,sp_30,9.4,0.9345945945945946,Production,325,Morado,1,Verde,0,0,0,104.20868389918375
Spanish,sp_30,9.4,0.9345945945945946,Production,46,Gris,1,Wiso,0,0,,
Spanish,sp_30,9.4,0.9345945945945946,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Celeste,Celeste,1,325,0,0,,
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Gris,Gris,1,266,0,0,1,57.67650214775511
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Morado,Morado,1,291,0,0,1,49.45158137006339
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Rosa,Rosa,1,266,0,0,0,53.72720912163594
Spanish,sp_31,10.9,2.4345945945945946,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Production,234,Verde,2,"Yankon, Verde",0.5,1,,
Spanish,sp_31,10.9,2.4345945945945946,Production,245,Rojo,1,Rojo,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Production,266,Marron,1,,0,0,,
Spanish,sp_31,10.9,2.4345945945945946,Production,274,Blanco,1,Blanco,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Production,291,Azul,1,Azul,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Production,297,Amarillo,1,Amarillo,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Production,312,Negro,1,Negro,1,1,,
Spanish,sp_31,10.9,2.4345945945945946,Production,325,Morado,2,"Violeta, Poa",0.5,1,,
Spanish,sp_31,10.9,2.4345945945945946,Production,46,Gris,1,,0,0,,
Spanish,sp_31,10.9,2.4345945945945946,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Production,234,Verde,2,"Azul, Yankon",0,0.5,1,86.72483439015609
Spanish,sp_32,10.2,1.7345945945945935,Production,245,Rojo,1,Rojo,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Production,266,Marron,1,Marron,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Production,274,Blanco,1,Blanco,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Production,291,Azul,1,Morado,0,0,1,49.45158137006339
Spanish,sp_32,10.2,1.7345945945945935,Production,297,Amarillo,1,Amarillo,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Production,312,Negro,1,Negro,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Production,325,Morado,1,Violeta,1,1,,
Spanish,sp_32,10.2,1.7345945945945935,Production,46,Gris,1,,0,0,,
Spanish,sp_32,10.2,1.7345945945945935,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Amarillo,Amarillo,1,312,0,0,0,125.11577078849812
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Blanco,Blanco,1,46,0,0,1,39.51001012401794
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Morado,Morado,1,234,0,0,0,104.20868389918375
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Negro,Negro,1,274,0,0,0,70.54001772044006
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Rojo,Rojo,1,234,0,0,0,113.85965396047891
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_33,9.3,0.834594594594595,Comprehension,Verde,Verde,1,245,0,0,0,113.85965396047891
Spanish,sp_33,9.3,0.834594594594595,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_33,9.3,0.834594594594595,Production,234,Verde,3,"Yankon, Rojo, Verde",0.3333333333333333,0.6666666666666666,0,113.85965396047891
Spanish,sp_33,9.3,0.834594594594595,Production,245,Rojo,2,"Joshin, Verde",0,0.5,0,113.85965396047891
Spanish,sp_33,9.3,0.834594594594595,Production,266,Marron,1,,0,0,,
Spanish,sp_33,9.3,0.834594594594595,Production,274,Blanco,2,"Joxo, Blanco",0.5,1,,
Spanish,sp_33,9.3,0.834594594594595,Production,291,Azul,1,Nai,0,1,,
Spanish,sp_33,9.3,0.834594594594595,Production,297,Amarillo,2,"Panshin, Verde",0,0.5,1,119.88323068719829
Spanish,sp_33,9.3,0.834594594594595,Production,312,Negro,1,Wiso,0,1,,
Spanish,sp_33,9.3,0.834594594594595,Production,325,Morado,2,"Violeta, Kari",0.5,1,,
Spanish,sp_33,9.3,0.834594594594595,Production,46,Gris,2,"Oxne, Amarillo",0,0,0,113.30812371582189
Spanish,sp_33,9.3,0.834594594594595,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_34,9,0.5345945945945942,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_34,9,0.5345945945945942,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_34,9,0.5345945945945942,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_34,9,0.5345945945945942,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_34,9,0.5345945945945942,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_34,9,0.5345945945945942,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_34,9,0.5345945945945942,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_34,9,0.5345945945945942,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_34,9,0.5345945945945942,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_34,9,0.5345945945945942,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_34,9,0.5345945945945942,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_34,9,0.5345945945945942,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_34,9,0.5345945945945942,Production,234,Verde,1,Verde,1,1,,
Spanish,sp_34,9,0.5345945945945942,Production,245,Rojo,2,"Naranja, Joshin",0,0.5,1,26.93551187558908
Spanish,sp_34,9,0.5345945945945942,Production,266,Marron,2,"Naranja, Joshin",0,0,1,28.373205670138866
Spanish,sp_34,9,0.5345945945945942,Production,274,Blanco,1,Blanco,1,1,,
Spanish,sp_34,9,0.5345945945945942,Production,291,Azul,2,"Yankon, Azul",0.5,1,,
Spanish,sp_34,9,0.5345945945945942,Production,297,Amarillo,2,"Panshin, Amarillo",0.5,1,,
Spanish,sp_34,9,0.5345945945945942,Production,312,Negro,1,Negro,1,1,,
Spanish,sp_34,9,0.5345945945945942,Production,325,Morado,1,Violeta,1,1,,
Spanish,sp_34,9,0.5345945945945942,Production,46,Gris,2,"Marron, Wiso",0,0,1,57.67650214775511
Spanish,sp_34,9,0.5345945945945942,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_35,7,-1.4654054054054058,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_35,7,-1.4654054054054058,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_35,7,-1.4654054054054058,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_35,7,-1.4654054054054058,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_35,7,-1.4654054054054058,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_35,7,-1.4654054054054058,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_35,7,-1.4654054054054058,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_35,7,-1.4654054054054058,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_35,7,-1.4654054054054058,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_35,7,-1.4654054054054058,Comprehension,Rosa,Rosa,1,65,1,1,,
